"ra_id","ra_tranid","ra_date","item_id","item_name","ra_item_qty","received_qty","latest_ir_date","qty_over_returned","is_over_returned"
"21480165","RMA631755","12/11/2025","13036","CrossOver V-Neck Bra - Vamp XL++","1","3","01/06/2026","2","T"
"21480165","RMA631755","12/11/2025","6644","LiftWear CrossOver Bra - Runway 1X+","1","3","01/06/2026","2","T"
"21480165","RMA631755","12/11/2025","4346","LiftWear CrossOver Bra - Vamp 40DD(E)/DDD(F)","1","3","01/06/2026","2","T"
"21483565","RMA631949","12/11/2025","11626","LiftWear CrossOver Bra - Blush M","1","3","01/06/2026","2","T"
"21483565","RMA631949","12/11/2025","6037","LiftWear CrossOver Bra - Fig M","1","3","01/06/2026","2","T"
"21483565","RMA631949","12/11/2025","6039","LiftWear CrossOver Bra - Navy M","1","3","01/06/2026","2","T"
"21483565","RMA631949","12/11/2025","12672","LiftWear CrossOver Bra - Ruby M","1","3","01/06/2026","2","T"
"21483565","RMA631949","12/11/2025","2972","LiftWear CrossOver Bra - Runway / M","1","3","01/06/2026","2","T"
"21483565","RMA631949","12/11/2025","2974","LiftWear CrossOver Bra - Vamp / M","1","3","01/06/2026","2","T"
"21483628","RMA631959","12/11/2025","3800","CloudEmbrace Wireless Bra - Sand 38DD(E)","1","2","01/06/2026","1","T"
"21483628","RMA631959","12/11/2025","7628","CrossFlex Bra - Runway XL","1","2","01/06/2026","1","T"
"21483774","RMA631979","12/11/2025","9748","SoftForm Bra - Astral 2X+","1","3","01/06/2026","2","T"
"21483774","RMA631979","12/11/2025","9731","SoftForm Bra - Sand 2X+","1","3","01/06/2026","2","T"
"21483774","RMA631979","12/11/2025","3552","SoftForm Bra - Vamp / 2X","1","3","01/06/2026","2","T"
"21483841","RMA631988","12/11/2025","13165","Lace CrossOver Bra - Astral S","1","2","01/06/2026","1","T"
"21483841","RMA631988","12/11/2025","1175","LiftWear CrossOver Bra - Vamp / Small","1","2","01/06/2026","1","T"
"21487616","RMA632169","12/11/2025","5705","CloudEmbrace Wireless Bra - Pink Cloud 38DD(E)","1","2","01/06/2026","1","T"
"21487616","RMA632169","12/11/2025","10930","SoftForm Bra - Aubergine XL","1","2","01/06/2026","1","T"
"21489989","RMA632345","12/11/2025","814","LiftWear Cami - Vamp / Large","2","4","01/06/2026","2","T"
"21489989","RMA632345","12/11/2025","1273","LiftWear Cami Bodysuit - Vamp / Large","2","4","01/06/2026","2","T"
"21489989","RMA632345","12/11/2025","14552","SuperPower Brief - Sand / L","1","2","01/06/2026","1","T"
"21489989","RMA632345","12/11/2025","207","SuperPower Brief - Vamp / L","1","2","01/06/2026","1","T"
"21491984","RMA632464","12/11/2025","11593","LiftWear CrossOver Bra - Astral S","1","2","01/06/2026","1","T"
"21491984","RMA632464","12/11/2025","6031","LiftWear CrossOver Bra - Runway S","1","2","01/06/2026","1","T"
"21491984","RMA632464","12/11/2025","4930","LiftWear CrossOver Bra - Sand 32B/C","1","2","01/06/2026","1","T"
"21500213","RMA632965","12/11/2025","4290","LiftWear CrossOver Bra - Runway 36D/DD(E)","1","2","01/06/2026","1","T"
"21500213","RMA632965","12/11/2025","11772","LiftWear CrossOver Bra - Sand M","1","2","01/06/2026","1","T"
"21500213","RMA632965","12/11/2025","2982","LiftWear CrossOver Bra - Vamp / L","1","2","01/06/2026","1","T"
"21500246","RMA632970","12/11/2025","3094","CloudEmbrace Wireless Bra - Sand / 32C","1","4","01/06/2026","3","T"
"21500246","RMA632970","12/11/2025","3059","CloudEmbrace Wireless Bra - Vamp / 32C","1","4","01/06/2026","3","T"
"21500246","RMA632970","12/11/2025","11787","LiftWear CrossOver Bra - Runway XS","1","4","01/06/2026","3","T"
"21500246","RMA632970","12/11/2025","6032","LiftWear CrossOver Bra - Sand S","1","4","01/06/2026","3","T"
"21457334","RMA629952","12/10/2025","3514","SoftForm Bra - Sand / M","1","2","01/06/2026","1","T"
"21457334","RMA629952","12/10/2025","3516","SoftForm Bra - Vamp / M","2","4","01/06/2026","2","T"
"21457761","RMA629975","12/10/2025","11569","LiftWear CrossOver Bra - Astral 1X","1","2","01/06/2026","1","T"
"21457761","RMA629975","12/10/2025","2997","LiftWear CrossOver Bra - Sand / 1X","1","2","01/06/2026","1","T"
"21457761","RMA629975","12/10/2025","2998","LiftWear CrossOver Bra - Vamp / 1X","1","2","01/06/2026","1","T"
"21458072","RMA629990","12/10/2025","11602","LiftWear CrossOver Bra - Astral XL","1","2","01/06/2026","1","T"
"21458072","RMA629990","12/10/2025","11786","LiftWear CrossOver Bra - Sand XL","1","2","01/06/2026","1","T"
"21458072","RMA629990","12/10/2025","2990","LiftWear CrossOver Bra - Vamp / XL","1","2","01/06/2026","1","T"
"21463394","RMA630452","12/10/2025","2025","BlissWear Cami - Midnight / 1X","1","2","01/06/2026","1","T"
"21463394","RMA630452","12/10/2025","2188","BlissWear Long Sleeve Top - Navy / 1X","1","2","01/06/2026","1","T"
"21463394","RMA630452","12/10/2025","2083","BlissWear Pant - Navy / XL","1","2","01/06/2026","1","T"
"21463394","RMA630452","12/10/2025","1981","BlissWear Short - Navy / XL","1","2","01/06/2026","1","T"
"21463653","RMA630483","12/10/2025","9036","LiftWear CrossOver Bra - Sand M","2","4","01/06/2026","2","T"
"21463653","RMA630483","12/10/2025","2974","LiftWear CrossOver Bra - Vamp / M","1","2","01/06/2026","1","T"
"21463721","RMA630490","12/10/2025","1263","LiftWear Cami Bodysuit - Runway / Medium","1","2","01/06/2026","1","T"
"21463721","RMA630490","12/10/2025","12161","LiftWear Cami Bodysuit - Sand / M","1","2","01/06/2026","1","T"
"21464490","RMA630526","12/10/2025","6545","LiftWear CrossOver Bra - Runway XL","1","2","01/06/2026","1","T"
"21464490","RMA630526","12/10/2025","6363","Silhouette Bra - Blush XL","1","2","01/06/2026","1","T"
"21464971","RMA630568","12/10/2025","3597","CrossOver V-Neck Bra - Sand 34D/DD(E)","1","2","01/06/2026","1","T"
"21464971","RMA630568","12/10/2025","8476","Silhouette Roses Bra - Sand M","1","2","01/06/2026","1","T"
"21466131","RMA630614","12/10/2025","11954","Cami Thong Bodysuit - Runway / L","1","3","01/06/2026","2","T"
"21466131","RMA630614","12/10/2025","11962","Cami Thong Bodysuit - Sand / L","1","3","01/06/2026","2","T"
"21466131","RMA630614","12/10/2025","3098","CloudEmbrace Wireless Bra - Sand / 34C","1","3","01/06/2026","2","T"
"21466131","RMA630614","12/10/2025","3105","CloudEmbrace Wireless Bra - Sand / 36D","1","3","01/06/2026","2","T"
"21466131","RMA630614","12/10/2025","3063","CloudEmbrace Wireless Bra - Vamp / 34C","1","3","01/06/2026","2","T"
"21466131","RMA630614","12/10/2025","3070","CloudEmbrace Wireless Bra - Vamp / 36D","1","3","01/06/2026","2","T"
"21466131","RMA630614","12/10/2025","3514","SoftForm Bra - Sand / M","1","3","01/06/2026","2","T"
"21466131","RMA630614","12/10/2025","9740","SoftForm Bra - Sand M+","1","3","01/06/2026","2","T"
"21466131","RMA630614","12/10/2025","3525","SoftForm Bra - Vamp / L","1","3","01/06/2026","2","T"
"21466131","RMA630614","12/10/2025","3516","SoftForm Bra - Vamp / M","1","3","01/06/2026","2","T"
"21466171","RMA630628","12/10/2025","3791","CloudEmbrace Wireless Bra - Sand 34DDD(F)","1","2","01/06/2026","1","T"
"21466171","RMA630628","12/10/2025","11784","LiftWear CrossOver Bra - Sand S++","1","2","01/06/2026","1","T"
"21466425","RMA630637","12/10/2025","11569","LiftWear CrossOver Bra - Astral 1X","1","2","01/06/2026","1","T"
"21466425","RMA630637","12/10/2025","6370","Silhouette Bra - Blush 1X","1","2","01/06/2026","1","T"
"21467917","RMA630737","12/10/2025","2996","LiftWear CrossOver Bra - Runway / 1X","1","2","01/06/2026","1","T"
"21467917","RMA630737","12/10/2025","14568","SuperPower Brief - Runway / L","1","2","01/06/2026","1","T"
"21467959","RMA630747","12/10/2025","3128","CloudEmbrace Wireless Bra - Astral / 32B","1","2","01/06/2026","1","T"
"21467959","RMA630747","12/10/2025","1084","LiftWear Silhouette Bra - Peony / Small","1","2","01/06/2026","1","T"
"21468739","RMA630795","12/10/2025","3098","CloudEmbrace Wireless Bra - Sand / 34C","1","2","01/06/2026","1","T"
"21468739","RMA630795","12/10/2025","8475","Silhouette Roses Bra - Blush M","1","2","01/06/2026","1","T"
"21469182","RMA630817","12/10/2025","7719","CrossFlex Bra - Sand 2X+","2","4","01/06/2026","2","T"
"21469182","RMA630817","12/10/2025","6647","LiftWear CrossOver Bra - Astral 2X+","1","2","01/06/2026","1","T"
"21469182","RMA630817","12/10/2025","11599","LiftWear CrossOver Bra - Blush 3X+","1","2","01/06/2026","1","T"
"21471345","RMA631054","12/10/2025","3800","CloudEmbrace Wireless Bra - Sand 38DD(E)","1","2","01/06/2026","1","T"
"21471345","RMA631054","12/10/2025","7629","CrossFlex Bra - Sand XL","1","2","01/06/2026","1","T"
"21471345","RMA631054","12/10/2025","6363","Silhouette Bra - Blush XL","1","2","01/06/2026","1","T"
"21472950","RMA631211","12/10/2025","6604","LiftWear CrossOver Bra - Fig M+","1","3","01/06/2026","2","T"
"21472950","RMA631211","12/10/2025","11736","LiftWear CrossOver Bra - Navy S++","1","3","01/06/2026","2","T"
"21472950","RMA631211","12/10/2025","4292","LiftWear CrossOver Bra - Vamp 36D/DD(E)","1","3","01/06/2026","2","T"
"21432113","RMA628169","12/09/2025","11817","LiftWear CrossOver Bra - Vamp S++","1","2","01/06/2026","1","T"
"21432113","RMA628169","12/09/2025","6424","Silhouette Bra - Vamp M++","1","2","01/06/2026","1","T"
"21432113","RMA628169","12/09/2025","6410","Silhouette Bra - Vamp S++","1","2","01/06/2026","1","T"
"21432065","RMA628174","12/09/2025","3572","LiftWear Silhouette Bra - Blush / M","1","2","01/06/2026","1","T"
"21432065","RMA628174","12/09/2025","1093","LiftWear Silhouette Bra - Peony / Medium","1","2","01/06/2026","1","T"
"21432065","RMA628174","12/09/2025","1096","LiftWear Silhouette Bra - Vamp / Medium","1","2","01/06/2026","1","T"
"21432612","RMA628214","12/09/2025","13012","CrossOver V-Neck Bra - Sand M","1","2","01/06/2026","1","T"
"21432612","RMA628214","12/09/2025","299","Queen Brief - Sand / M","1","2","01/06/2026","1","T"
"21432614","RMA628217","12/09/2025","6430","Silhouette Bra - Sand XL++","1","2","01/06/2026","1","T"
"21432614","RMA628217","12/09/2025","9696","SoftForm Bra - Sand XL++","1","2","01/06/2026","1","T"
"21432679","RMA628234","12/09/2025","3794","CloudEmbrace Wireless Bra - Sand 36DD(E)","1","3","01/06/2026","2","T"
"21432679","RMA628234","12/09/2025","6608","LiftWear CrossOver Bra - Runway M+","1","3","01/06/2026","2","T"
"21432679","RMA628234","12/09/2025","4291","LiftWear CrossOver Bra - Sand 36D/DD(E)","1","3","01/06/2026","2","T"
"21435878","RMA628430","12/09/2025","4932","LiftWear CrossOver Bra - Astral 32D/DD(E)","1","2","01/06/2026","1","T"
"21435878","RMA628430","12/09/2025","4938","LiftWear CrossOver Bra - Sand 32D/DD(E)","1","2","01/06/2026","1","T"
"21435878","RMA628430","12/09/2025","6117","LiftWear CrossOver Bra - Vamp XS+","1","2","01/06/2026","1","T"
"21436404","RMA628482","12/09/2025","6031","LiftWear CrossOver Bra - Runway S","1","2","01/06/2026","1","T"
"21436404","RMA628482","12/09/2025","4930","LiftWear CrossOver Bra - Sand 32B/C","1","2","01/06/2026","1","T"
"21436404","RMA628482","12/09/2025","1175","LiftWear CrossOver Bra - Vamp / Small","1","2","01/06/2026","1","T"
"21440021","RMA628720","12/09/2025","11602","LiftWear CrossOver Bra - Astral XL","1","2","01/06/2026","1","T"
"21440021","RMA628720","12/09/2025","4318","LiftWear CrossOver Bra - Sand 38D/DD(E)","1","2","01/06/2026","1","T"
"21440021","RMA628720","12/09/2025","2990","LiftWear CrossOver Bra - Vamp / XL","1","2","01/06/2026","1","T"
"21440609","RMA628788","12/09/2025","4291","LiftWear CrossOver Bra - Sand 36D/DD(E)","1","2","01/06/2026","1","T"
"21440609","RMA628788","12/09/2025","4292","LiftWear CrossOver Bra - Vamp 36D/DD(E)","1","2","01/06/2026","1","T"
"21441651","RMA628857","12/09/2025","6532","LiftWear CrossOver Bra - Fig L","1","2","01/06/2026","1","T"
"21441651","RMA628857","12/09/2025","11769","LiftWear CrossOver Bra - Sand L","1","2","01/06/2026","1","T"
"21442749","RMA628922","12/09/2025","11583","LiftWear CrossOver Bra - Astral M","1","3","01/06/2026","2","T"
"21442749","RMA628922","12/09/2025","2981","LiftWear CrossOver Bra - Sand / L","1","3","01/06/2026","2","T"
"21442749","RMA628922","12/09/2025","2982","LiftWear CrossOver Bra - Vamp / L","1","3","01/06/2026","2","T"
"21442545","RMA628924","12/09/2025","6109","LiftWear CrossOver Bra - Fig XS+","1","2","01/06/2026","1","T"
"21442545","RMA628924","12/09/2025","5598","MeshSculpt High-Waist Short - Sand / S","1","2","01/06/2026","1","T"
"21443835","RMA628991","12/09/2025","13018","CrossOver V-Neck Bra - Sand XL","1","2","01/06/2026","1","T"
"21443835","RMA628991","12/09/2025","13034","CrossOver V-Neck Bra - Vamp XL","1","2","01/06/2026","1","T"
"21446132","RMA629181","12/09/2025","11638","LiftWear CrossOver Bra - Blush S+","1","2","01/06/2026","1","T"
"21446132","RMA629181","12/09/2025","4272","LiftWear CrossOver Bra - Runway 34DDD(F)/G","1","2","01/06/2026","1","T"
"21446132","RMA629181","12/09/2025","9036","LiftWear CrossOver Bra - Sand M","1","2","01/06/2026","1","T"
"21446295","RMA629205","12/09/2025","1095","LiftWear Silhouette Bra - Sand / Medium","1","2","01/06/2026","1","T"
"21446295","RMA629205","12/09/2025","1096","LiftWear Silhouette Bra - Vamp / Medium","1","2","01/06/2026","1","T"
"21447444","RMA629330","12/09/2025","11787","LiftWear CrossOver Bra - Runway XS","1","2","01/06/2026","1","T"
"21447444","RMA629330","12/09/2025","6032","LiftWear CrossOver Bra - Sand S","1","2","01/06/2026","1","T"
"21447444","RMA629330","12/09/2025","1175","LiftWear CrossOver Bra - Vamp / Small","1","2","01/06/2026","1","T"
"21448573","RMA629468","12/09/2025","11596","LiftWear CrossOver Bra - Astral S+","1","2","01/06/2026","1","T"
"21448573","RMA629468","12/09/2025","9036","LiftWear CrossOver Bra - Sand M","1","2","01/06/2026","1","T"
"21448573","RMA629468","12/09/2025","2974","LiftWear CrossOver Bra - Vamp / M","1","2","01/06/2026","1","T"
"21448771","RMA629483","12/09/2025","6608","LiftWear CrossOver Bra - Runway M+","1","2","01/06/2026","1","T"
"21448771","RMA629483","12/09/2025","4291","LiftWear CrossOver Bra - Sand 36D/DD(E)","1","2","01/06/2026","1","T"
"21449193","RMA629560","12/09/2025","11664","LiftWear CrossOver Bra - Fig 3X","1","2","01/06/2026","1","T"
"21449193","RMA629560","12/09/2025","11712","LiftWear CrossOver Bra - Navy 3X","1","2","01/06/2026","1","T"
"21449193","RMA629560","12/09/2025","3014","LiftWear CrossOver Bra - Vamp / 3X","1","2","01/06/2026","1","T"
"21449673","RMA629592","12/09/2025","1809","EverReady Pant - Jet Black / Medium","1","2","01/06/2026","1","T"
"21449673","RMA629592","12/09/2025","1829","Perfectionist Pant - Jet Black / Medium","1","2","01/06/2026","1","T"
"21449942","RMA629631","12/09/2025","9036","LiftWear CrossOver Bra - Sand M","1","2","01/06/2026","1","T"
"21449942","RMA629631","12/09/2025","5496","SuperPower Short - Sand / XL","1","2","01/06/2026","1","T"
"21451356","RMA629735","12/09/2025","4962","LiftWear CrossOver Bra - Sand 34DDD(F)/G","1","2","01/06/2026","1","T"
"21451356","RMA629735","12/09/2025","4274","LiftWear CrossOver Bra - Vamp 34DDD(F)/G","1","2","01/06/2026","1","T"
"21451821","RMA629763","12/09/2025","6444","Silhouette Bra - Sand 1X+","1","2","01/06/2026","1","T"
"21451821","RMA629763","12/09/2025","6445","Silhouette Bra - Vamp 1X+","1","2","01/06/2026","1","T"
"21415544","RMA626918","12/08/2025","1296","LiftWear Cami Bodysuit - Sand / 2X","1","2","01/06/2026","1","T"
"21415544","RMA626918","12/08/2025","5585","Mid-Thigh Bodysuit - Sand / 2X","1","2","01/06/2026","1","T"
"21416940","RMA627092","12/08/2025","2972","LiftWear CrossOver Bra - Runway / M","2","4","01/06/2026","2","T"
"21416940","RMA627092","12/08/2025","9036","LiftWear CrossOver Bra - Sand M","1","2","01/06/2026","1","T"
"21418978","RMA627207","12/08/2025","2960","LiftWear CrossOver Bra - Fig / S","1","2","01/06/2026","1","T"
"21418978","RMA627207","12/08/2025","6110","LiftWear CrossOver Bra - Mist XS+","1","2","01/06/2026","1","T"
"21418978","RMA627207","12/08/2025","1086","LiftWear Silhouette Bra - Sand / Small","1","2","01/06/2026","1","T"
"21419971","RMA627246","12/08/2025","11572","LiftWear CrossOver Bra - Astral 1X+","1","2","01/06/2026","1","T"
"21419971","RMA627246","12/08/2025","11659","LiftWear CrossOver Bra - Fig 1X+","1","2","01/06/2026","1","T"
"21419971","RMA627246","12/08/2025","4346","LiftWear CrossOver Bra - Vamp 40DD(E)/DDD(F)","1","2","01/06/2026","1","T"
"21420622","RMA627314","12/08/2025","7688","CrossFlex Bra - Runway M+","1","2","01/06/2026","1","T"
"21420622","RMA627314","12/08/2025","13013","CrossOver V-Neck Bra - Sand M+","1","2","01/06/2026","1","T"
"21422833","RMA627464","12/08/2025","12896","CrossOver V-Neck Bra - Blush 1X+","1","2","01/06/2026","1","T"
"21422833","RMA627464","12/08/2025","11792","LiftWear CrossOver Bra - Sand 1X","1","2","01/06/2026","1","T"
"21423209","RMA627488","12/08/2025","6604","LiftWear CrossOver Bra - Fig M+","1","3","01/06/2026","2","T"
"21423209","RMA627488","12/08/2025","6605","LiftWear CrossOver Bra - Navy M+","1","3","01/06/2026","2","T"
"21423209","RMA627488","12/08/2025","4292","LiftWear CrossOver Bra - Vamp 36D/DD(E)","1","3","01/06/2026","2","T"
"21423923","RMA627559","12/08/2025","6605","LiftWear CrossOver Bra - Navy M+","2","4","01/06/2026","2","T"
"21423923","RMA627559","12/08/2025","4291","LiftWear CrossOver Bra - Sand 36D/DD(E)","1","2","01/06/2026","1","T"
"21424503","RMA627582","12/08/2025","11569","LiftWear CrossOver Bra - Astral 1X","1","2","01/06/2026","1","T"
"21424503","RMA627582","12/08/2025","11792","LiftWear CrossOver Bra - Sand 1X","1","2","01/06/2026","1","T"
"21424503","RMA627582","12/08/2025","2998","LiftWear CrossOver Bra - Vamp / 1X","1","2","01/06/2026","1","T"
"21425740","RMA627739","12/08/2025","12109","LiftWear Tank Bodysuit - Sand / M","1","2","01/06/2026","1","T"
"21425740","RMA627739","12/08/2025","1359","LiftWear Tank Bodysuit - Vamp / Medium","1","2","01/06/2026","1","T"
"21426026","RMA627778","12/08/2025","4954","LiftWear CrossOver Bra - Sand 34D/DD(E)","1","2","01/06/2026","1","T"
"21426026","RMA627778","12/08/2025","9036","LiftWear CrossOver Bra - Sand M","1","2","01/06/2026","1","T"
"21426371","RMA627840","12/08/2025","1272","LiftWear Cami Bodysuit - Sand / Large","1","2","01/06/2026","1","T"
"21426371","RMA627840","12/08/2025","1273","LiftWear Cami Bodysuit - Vamp / Large","1","2","01/06/2026","1","T"
"21426371","RMA627840","12/08/2025","2735","Open-Bust Mid-Thigh Bodysuit - Runway / L","1","2","01/06/2026","1","T"
"21426371","RMA627840","12/08/2025","2736","Open-Bust Mid-Thigh Bodysuit - Sand / L","1","2","01/06/2026","1","T"
"21427166","RMA627907","12/08/2025","11593","LiftWear CrossOver Bra - Astral S","1","2","01/06/2026","1","T"
"21427166","RMA627907","12/08/2025","1175","LiftWear CrossOver Bra - Vamp / Small","1","2","01/06/2026","1","T"
"21427913","RMA627982","12/08/2025","7674","CrossFlex Bra - Astral S+","1","2","01/06/2026","1","T"
"21427913","RMA627982","12/08/2025","7677","CrossFlex Bra - Sand S+","1","2","01/06/2026","1","T"
"21427970","RMA627992","12/08/2025","1077","LiftWear Silhouette Bra - Sand / XS","1","2","01/06/2026","1","T"
"21427970","RMA627992","12/08/2025","1078","LiftWear Silhouette Bra - Vamp / XS","1","2","01/06/2026","1","T"
"21375116","RMA625473","12/07/2025","5980","CrossOver Brief - Blush / Medium","1","2","01/06/2026","1","T"
"21375116","RMA625473","12/07/2025","6032","LiftWear CrossOver Bra - Sand S","1","2","01/06/2026","1","T"
"21377392","RMA625644","12/07/2025","8570","LiftWear Tank","1","2","01/06/2026","1","T"
"21377392","RMA625644","12/07/2025","14750","LiftWear Tank - Sand / 1X","1","2","01/06/2026","1","T"
"21377721","RMA625663","12/07/2025","9039","LiftWear CrossOver Bra - Blush L","1","2","01/06/2026","1","T"
"21377721","RMA625663","12/07/2025","6536","LiftWear CrossOver Bra - Runway L","1","2","01/06/2026","1","T"
"21377722","RMA625664","12/07/2025","12966","CrossOver V-Neck Bra - Blush XL","1","2","01/06/2026","1","T"
"21377722","RMA625664","12/07/2025","12982","CrossOver V-Neck Bra - Runway XL","1","2","01/06/2026","1","T"
"21377910","RMA625672","12/07/2025","6617","LiftWear CrossOver Bra - Runway M++","1","3","01/06/2026","2","T"
"21377910","RMA625672","12/07/2025","4300","LiftWear CrossOver Bra - Sand 36DDD(F)/G","1","3","01/06/2026","2","T"
"21377910","RMA625672","12/07/2025","4301","LiftWear CrossOver Bra - Vamp 36DDD(F)/G","1","3","01/06/2026","2","T"
"21379182","RMA625746","12/07/2025","12964","CrossOver V-Neck Bra - Blush S+","1","2","01/06/2026","1","T"
"21379182","RMA625746","12/07/2025","12164","LiftWear Cami Bodysuit - Sand / S","1","2","01/06/2026","1","T"
"21380627","RMA625884","12/07/2025","9686","SoftForm Bra - Astral XL","1","2","01/06/2026","1","T"
"21380627","RMA625884","12/07/2025","9691","SoftForm Bra - Sand XL","1","2","01/06/2026","1","T"
"21380627","RMA625884","12/07/2025","3534","SoftForm Bra - Vamp / XL","1","2","01/06/2026","1","T"
"21380963","RMA625937","12/07/2025","9752","SoftForm Bra - Astral M","1","2","01/06/2026","1","T"
"21380963","RMA625937","12/07/2025","3523","SoftForm Bra - Sand / L","1","2","01/06/2026","1","T"
"21381825","RMA625991","12/07/2025","3059","CloudEmbrace Wireless Bra - Vamp / 32C","1","3","01/06/2026","2","T"
"21381825","RMA625991","12/07/2025","1093","LiftWear Silhouette Bra - Peony / Medium","1","3","01/06/2026","2","T"
"21381825","RMA625991","12/07/2025","6350","Silhouette Bra - Fig M","1","3","01/06/2026","2","T"
"21383168","RMA626075","12/07/2025","11586","LiftWear CrossOver Bra - Astral M+","1","2","01/06/2026","1","T"
"21383168","RMA626075","12/07/2025","4291","LiftWear CrossOver Bra - Sand 36D/DD(E)","1","2","01/06/2026","1","T"
"21383168","RMA626075","12/07/2025","4292","LiftWear CrossOver Bra - Vamp 36D/DD(E)","1","2","01/06/2026","1","T"
"21385234","RMA626186","12/07/2025","11596","LiftWear CrossOver Bra - Astral S+","1","3","01/06/2026","2","T"
"21385234","RMA626186","12/07/2025","6039","LiftWear CrossOver Bra - Navy M","1","3","01/06/2026","2","T"
"21385234","RMA626186","12/07/2025","4290","LiftWear CrossOver Bra - Runway 36D/DD(E)","1","3","01/06/2026","2","T"
"21385854","RMA626306","12/07/2025","10982","SoftForm Bra - Aubergine 3X+","1","2","01/06/2026","1","T"
"21385854","RMA626306","12/07/2025","9701","SoftForm Bra - Blush 3X+","1","2","01/06/2026","1","T"
"21394588","RMA626431","12/07/2025","7694","CrossFlex Bra - Runway M++","1","2","01/06/2026","1","T"
"21394588","RMA626431","12/07/2025","6618","LiftWear CrossOver Bra - Sand M++","1","2","01/06/2026","1","T"
"21362599","RMA624424","12/06/2025","6666","Lace CrossOver Bra - Astral XS+","1","3","01/06/2026","2","T"
"21362599","RMA624424","12/06/2025","4938","LiftWear CrossOver Bra - Sand 32D/DD(E)","1","3","01/06/2026","2","T"
"21362599","RMA624424","12/06/2025","6117","LiftWear CrossOver Bra - Vamp XS+","1","3","01/06/2026","2","T"
